trading_symbol,exchange,type,name,instrument_key
JPYINR26MAR61CE,NCD_FO,OPTCUR,JPYINR,NCD_FO|14294
JPYINR26MAR61PE,NCD_FO,OPTCUR,JPYINR,NCD_FO|14295
NIFTY2561923550CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50917
NIFTY2561923550PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50918
GBPINR25DEC118.25PE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14277
GBPINR25DEC118CE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14274
GBPINR25DEC118PE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14275
GBPINR25DEC118.25CE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14276
LTF25JUN215PE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|50910
LTF25JUN215CE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|50909
LTF25JUN185PE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115506
LTF25JUN190CE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115507
LTF25JUN180PE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115504
LTF25JUN185CE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115505
LTF25JUN190PE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115508
LTF25JUN195CE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115509
NIFTY2561923500PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50900
LTF25JUN175PE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115502
LTF25JUN180CE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115503
LTF25JUN170PE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115500
LTF25JUN175CE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115501
ABCAPITAL25AUG200CE,NSE_FO,OPTSTK,ADITYA BIRLA CAPITAL LTD.,NSE_FO|74944
ABCAPITAL25AUG200PE,NSE_FO,OPTSTK,ADITYA BIRLA CAPITAL LTD.,NSE_FO|74945
GBPINR25SEP100PE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14211
NIFTY27DEC30000CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|35346
GBPINR25SEP100.25CE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14212
GBPINR25SEP100.25PE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14213
ANGELONE25JUL3300PE,NSE_FO,OPTSTK,ANGEL ONE LIMITED,NSE_FO|35341
GBPINR25SEP100CE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14210
NIFTY25JUN27000PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50970
ANGELONE25JUL3300CE,NSE_FO,OPTSTK,ANGEL ONE LIMITED,NSE_FO|35338
NIFTY25DEC27000CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50971
NIFTY25DEC27000PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50972
ANGELONE25JUN3300PE,NSE_FO,OPTSTK,ANGEL ONE LIMITED,NSE_FO|35336
NIFTY26JUN27000CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50973
NIFTY2561924300CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50974
NIFTY2561924300PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50975
NIFTY26JUN27000PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50976
NIFTY2561924350CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50977
NIFTY26DEC27000CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50978
NIFTY26DEC27000PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50979
NIFTY28JUN30000CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|35352
NIFTY28JUN30000PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|35353
GBPINR25SEP99.75CE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14208
GBPINR25SEP99.75PE,NCD_FO,OPTCUR,GBPINR,NCD_FO|14209
NIFTY2561924050PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50960
NIFTY2561924100CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50961
NIFTY2561924100PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50962
NIFTY27DEC30000PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|35347
NIFTY2561924150CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50963
NIFTY2561924150PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50964
NIFTY2561924200CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50965
NAUKRI25JUN1300CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115565
NIFTY2561924200PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50966
NIFTY2561924250CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50967
NIFTY2561924250PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50968
NAUKRI25JUN1340PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115568
NIFTY25JUN27000CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50969
NAUKRI25JUN1380CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115569
NAUKRI25JUN1300PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115566
NAUKRI25JUN1340CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115567
BHARATFORG25JUN1320PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74928
BHARATFORG25JUN1360CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74929
BHARATFORG25JUN1280PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74926
BHARATFORG25JUN1320CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74927
BHARATFORG25JUN1240PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74924
NAUKRI25JUN1420CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115571
BHARATFORG25JUN1280CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74925
NAUKRI25JUN1420PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115572
BHARATFORG25JUN1200PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74922
BHARATFORG25JUN1240CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74923
NAUKRI25JUN1380PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115570
BSE25JUL3250PE,NSE_FO,OPTSTK,BSE LIMITED,NSE_FO|35367
BHARATFORG25JUN1160PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74920
UNOMINDA25AUG1040PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140531
BHARATFORG25JUN1200CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74921
UNOMINDA25AUG1080CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140532
BSE25JUL3250CE,NSE_FO,OPTSTK,BSE LIMITED,NSE_FO|35366
UNOMINDA25AUG1040CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140530
GODREJCP25JUN1460PE,NSE_FO,OPTSTK,GODREJ CONSUMER PRODUCTS,NSE_FO|35363
UNOMINDA25AUG1120PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140535
SUNPHARMA25JUN1520PE,NSE_FO,OPTSTK,SUN PHARMACEUTICAL IND L,NSE_FO|140536
UNOMINDA25AUG1080PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140533
GODREJCP25JUN1460CE,NSE_FO,OPTSTK,GODREJ CONSUMER PRODUCTS,NSE_FO|35362
UNOMINDA25AUG1120CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140534
UNOMINDA25AUG1000CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140528
NIFTY2561924500PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50990
UNOMINDA25AUG1000PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140529
NIFTY2561924550CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50991
UNOMINDA25AUG960CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140526
NIFTY2561924550PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50992
UNOMINDA25AUG960PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140527
NIFTY2561924600CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50993
NIFTY2561924600PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50994
NIFTY2561924650CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50995
NIFTY2561924650PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50996
NIFTY2561924700CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50997
NAUKRI25JUN1500CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115575
NIFTY2561924700PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50998
NAUKRI25JUN1500PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115576
NIFTY2561924750CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50999
NAUKRI25JUN1460CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115573
NAUKRI25JUN1460PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115574
NAUKRI25JUN1580CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115579
NAUKRI25JUN1540CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115577
NAUKRI25JUN1540PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115578
BHARATFORG25JUN1520CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74937
BHARATFORG25JUN1520PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74938
BHARATFORG25JUN1480CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74935
NAUKRI25JUN1620PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115582
BHARATFORG25JUN1480PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74936
NAUKRI25JUN1660CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115583
BHARATFORG25JUN1440CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74933
NAUKRI25JUN1580PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115580
BHARATFORG25JUN1440PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74934
NAUKRI25JUN1620CE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115581
BHARATFORG25JUN1400CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74931
BHARATFORG25JUN1400PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74932
HDFCLIFE25JUN870CE,NSE_FO,OPTSTK,HDFC LIFE INS CO LTD,NSE_FO|35376
HDFCLIFE25JUN870PE,NSE_FO,OPTSTK,HDFC LIFE INS CO LTD,NSE_FO|35377
BHARATFORG25JUN1360PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74930
UNOMINDA25AUG920CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140524
UNOMINDA25AUG920PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140525
UNOMINDA25AUG880CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140522
UNOMINDA25AUG880PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140523
NIFTY2561924350PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50980
NIFTY27JUN27000CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50981
NIFTY2561924400CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50982
NIFTY2561924400PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50983
NIFTY27JUN27000PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50984
NIFTY2561924450CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50985
NIFTY2561924450PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50986
NAUKRI25JUN1660PE,NSE_FO,OPTSTK,INFO EDGE (I) LTD,NSE_FO|115584
NIFTY2561924500CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50989
MCX25JUN8400CE,NSE_FO,OPTSTK,MULTI COMMODITY EXCHANGE,NSE_FO|50939
BHARATFORG25JUN960PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74907
NATIONALUM25JUL190PE,NSE_FO,OPTSTK,NATIONAL ALUMINIUM CO LTD,NSE_FO|115515
NATIONALUM25JUL200CE,NSE_FO,OPTSTK,NATIONAL ALUMINIUM CO LTD,NSE_FO|115516
LTIM25AUG6000CE,NSE_FO,OPTSTK,LTIMINDTREE LIMITED,NSE_FO|115519
NIFTY2561923700PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50930
LTF25JUN195PE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115510
LTF25JUN210CE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115513
LTF25JUN210PE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115514
MCX25JUN7800CE,NSE_FO,OPTSTK,MULTI COMMODITY EXCHANGE,NSE_FO|50937
LTF25JUN200CE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115511
MCX25JUN7800PE,NSE_FO,OPTSTK,MULTI COMMODITY EXCHANGE,NSE_FO|50938
LTF25JUN200PE,NSE_FO,OPTSTK,L&T FINANCE LIMITED,NSE_FO|115512
NIFTY2561923650PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50928
BHARATFORG25JUN1120CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74917
BHARATFORG25JUN1120PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74918
NIFTY2561923700CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50929
BHARATFORG25JUN1080CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74915
BHARATFORG25JUN1080PE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74916
NATIONALUM25JUL210PE,NSE_FO,OPTSTK,NATIONAL ALUMINIUM CO LTD,NSE_FO|115528
NATIONALUM25JUL220CE,NSE_FO,OPTSTK,NATIONAL ALUMINIUM CO LTD,NSE_FO|115529
LTIM25AUG6000PE,NSE_FO,OPTSTK,LTIMINDTREE LIMITED,NSE_FO|115520
NATIONALUM25JUL200PE,NSE_FO,OPTSTK,NATIONAL ALUMINIUM CO LTD,NSE_FO|115524
NIFTY2561923600CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50925
NATIONALUM25JUL210CE,NSE_FO,OPTSTK,NATIONAL ALUMINIUM CO LTD,NSE_FO|115525
NIFTY2561923600PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50926
BHARATFORG25JUN1160CE,NSE_FO,OPTSTK,BHARAT FORGE LTD,NSE_FO|74919
NIFTY2561923650CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50927
JSL25JUL820CE,NSE_FO,OPTSTK,JINDAL STAINLESS LIMITED,NSE_FO|49968
JSL25JUL820PE,NSE_FO,OPTSTK,JINDAL STAINLESS LIMITED,NSE_FO|49969
DELHIVERY25JUN350CE,NSE_FO,OPTSTK,DELHIVERY LIMITED,NSE_FO|35324
NIFTY2561923850PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50950
NIFTY2561923900CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50951
NIFTY2561923900PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50952
NIFTY2561923950CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50953
NIFTY2561923950PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50954
NIFTY2561924000CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50955
TRENT25AUG6400PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139500
NATIONALUM25JUL220PE,NSE_FO,OPTSTK,NATIONAL ALUMINIUM CO LTD,NSE_FO|115530
TRENT25AUG6600CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139501
TRENT25AUG6600PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139502
NIFTY2561924000PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50958
NIFTY2561924050CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50959
TRENT25AUG6800CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139504
TRENT25AUG6800PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139505
ANGELONE25JUN3300CE,NSE_FO,OPTSTK,ANGEL ONE LIMITED,NSE_FO|35335
MCX25JUN8400PE,NSE_FO,OPTSTK,MULTI COMMODITY EXCHANGE,NSE_FO|50940
DELHIVERY25JUN350PE,NSE_FO,OPTSTK,DELHIVERY LIMITED,NSE_FO|35325
NIFTY2561923750CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50941
NIFTY2561923750PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50942
NIFTY2561923800CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50943
NIFTY2561923800PE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50944
JSL25JUN810CE,NSE_FO,OPTSTK,JINDAL STAINLESS LIMITED,NSE_FO|49960
JSL25JUN810PE,NSE_FO,OPTSTK,JINDAL STAINLESS LIMITED,NSE_FO|49961
NIFTY2561923850CE,NSE_FO,OPTIDX,NIFTY,NSE_FO|50949
ADANIENSOL25JUL1000PE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59392
ADANIENSOL25JUL1040CE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59393
ADANIENSOL25JUL1040PE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59394
COFORGE25JUL1600PE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84350
COFORGE25JUL1640CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84351
TRENT25AUG4800CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139483
TRENT25AUG4800PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139484
ADANIENSOL25JUL960PE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59390
UNOMINDA25JUL1140CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140470
TRENT25AUG5000CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139485
ADANIENSOL25JUL1000CE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59391
TRENT25AUG5000PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139486
UNOMINDA25JUL1140PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140471
SUNPHARMA25JUN1400PE,NSE_FO,OPTSTK,SUN PHARMACEUTICAL IND L,NSE_FO|140476
SUNPHARMA25JUN1440CE,NSE_FO,OPTSTK,SUN PHARMACEUTICAL IND L,NSE_FO|140477
UNOMINDA25JUL1160CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140478
UNOMINDA25JUL1160PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140479
COFORGE25JUL1600CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84349
COFORGE25JUL1520CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84345
TRENT25AUG5200CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139487
COFORGE25JUL1520PE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84346
TRENT25AUG5200PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139488
COFORGE25JUL1560CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84347
TRENT25AUG5400CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139489
COFORGE25JUL1560PE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84348
COFORGE25JUL1480CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84343
COFORGE25JUL1480PE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84344
ADANIENSOL25JUL800CE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59381
ADANIENSOL25JUL800PE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59382
COFORGE25JUL1800CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84360
ADANIENSOL25JUL840CE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59383
COFORGE25JUL1800PE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84361
ADANIENSOL25JUL840PE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59384
COFORGE25JUL1840CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84362
UNOMINDA25JUL1060PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140461
UNOMINDA25JUL1080CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140462
ADANIENSOL25JUL760PE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59380
UNOMINDA25JUL1060CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140460
ADANIENSOL25JUL960CE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59389
UNOMINDA25JUL1100PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140465
UNOMINDA25JUL1080PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140463
UNOMINDA25JUL1100CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140464
ADANIENSOL25JUL880CE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59385
UNOMINDA25JUL1120PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140469
ADANIENSOL25JUL880PE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59386
ADANIENSOL25JUL920CE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59387
ADANIENSOL25JUL920PE,NSE_FO,OPTSTK,ADANI ENERGY SOLUTION LTD,NSE_FO|59388
UNOMINDA25JUL1120CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140468
COFORGE25JUL1720PE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84357
COFORGE25JUL1760CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84358
COFORGE25JUL1760PE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84359
COFORGE25JUL1640PE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84352
COFORGE25JUL1680CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84353
COFORGE25JUL1680PE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84354
COFORGE25JUL1720CE,NSE_FO,OPTSTK,COFORGE LIMITED,NSE_FO|84355
SUNPHARMA25JUN1480CE,NSE_FO,OPTSTK,SUN PHARMACEUTICAL IND L,NSE_FO|140490
GOLD26MAR101900PE,NSE_COM,OPTFUT,GOLD,NSE_COM|127514
SUNPHARMA25JUN1480PE,NSE_FO,OPTSTK,SUN PHARMACEUTICAL IND L,NSE_FO|140491
GOLD26MAR102000CE,NSE_COM,OPTFUT,GOLD,NSE_COM|127515
GOLD26MAR102000PE,NSE_COM,OPTFUT,GOLD,NSE_COM|127516
GOLD26MAR102100CE,NSE_COM,OPTFUT,GOLD,NSE_COM|127517
UNOMINDA25JUL1280CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140494
GOLD26MAR101700PE,NSE_COM,OPTFUT,GOLD,NSE_COM|127510
UNOMINDA25JUL1280PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140495
GOLD26MAR101800CE,NSE_COM,OPTFUT,GOLD,NSE_COM|127511
SUNPHARMA25JUN1520CE,NSE_FO,OPTSTK,SUN PHARMACEUTICAL IND L,NSE_FO|140492
GOLD26MAR101800PE,NSE_COM,OPTFUT,GOLD,NSE_COM|127512
GOLD26MAR101900CE,NSE_COM,OPTFUT,GOLD,NSE_COM|127513
GOLD26MAR101600CE,NSE_COM,OPTFUT,GOLD,NSE_COM|127507
GOLD26MAR101600PE,NSE_COM,OPTFUT,GOLD,NSE_COM|127508
GOLD26MAR101700CE,NSE_COM,OPTFUT,GOLD,NSE_COM|127509
TRENT25AUG5400PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139490
TRENT25AUG5600CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139491
UNOMINDA25JUL1180CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140480
TRENT25AUG5600PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139492
TRENT25AUG5800CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139493
HDFCBANK25JUL2140CE,NSE_FO,OPTSTK,HDFC BANK LTD,NSE_FO|98968
TRENT25AUG5800PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139494
UNOMINDA25JUL1200PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140483
HDFCBANK25JUL2140PE,NSE_FO,OPTSTK,HDFC BANK LTD,NSE_FO|98969
TRENT25AUG6000CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139495
TRENT25AUG6000PE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139496
UNOMINDA25JUL1180PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140481
TRENT25AUG6200CE,NSE_FO,OPTSTK,TRENT LTD,NSE_FO|139497
UNOMINDA25JUL1200CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140482
HDFCBANK25JUL2060CE,NSE_FO,OPTSTK,HDFC BANK LTD,NSE_FO|98964
UNOMINDA25JUL1240PE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140487
HDFCBANK25JUL2060PE,NSE_FO,OPTSTK,HDFC BANK LTD,NSE_FO|98965
HDFCBANK25JUL2100CE,NSE_FO,OPTSTK,HDFC BANK LTD,NSE_FO|98966
HDFCBANK25JUL2100PE,NSE_FO,OPTSTK,HDFC BANK LTD,NSE_FO|98967
UNOMINDA25JUL1240CE,NSE_FO,OPTSTK,UNO MINDA LIMITED,NSE_FO|140486
GOLD26MAR102200PE,NSE_COM,OPTFUT,GOLD,NSE_COM|127520
HDFCBANK25JUL1980CE,NSE_FO,OPTSTK,HDFC BANK LTD,NSE_FO|98960
HDFCBANK25JUL1980PE,NSE_FO,OPTSTK,HDFC BANK LTD,NSE_FO|98961
